UniprotKB,Gene,FBgn,FBtr,FBpp
O97418,ND-B14.5A-PA,FBgn0025839,FBtr0070386,FBpp0070370
O97418,ND-B14.5A-PB,FBgn0025839,FBtr0343049,FBpp0309795
X2JI29,Cyp4d2-PA,FBgn0011576,FBtr0070387,FBpp0070371
X2JI29,Cyp4d2-PB,FBgn0011576,FBtr0345609,FBpp0311678
O46054,Cyp4ae1-PA,FBgn0015036,FBtr0070388,FBpp0070372
O18399,pn-PA,FBgn0003116,FBtr0070389,FBpp0070373
Q9W513,CG17776-PA,FBgn0040899,FBtr0070390,FBpp0070374
Q9W513,CG17776-PB,FBgn0040899,FBtr0345607,FBpp0311676
Q9W512,CG17777-PB,FBgn0040900,FBtr0290085,FBpp0288524
Q9W512,CG17777-PC,FBgn0040900,FBtr0342764,FBpp0309616
Q9W511,CG3457-PA,FBgn0024984,FBtr0070392,FBpp0070376
Q9W511,CG3457-PB,FBgn0024984,FBtr0345608,FBpp0311677
Q9W509,Mct1-PA,FBgn0023549,FBtr0070393,FBpp0070377
Q9W509,Mct1-PB,FBgn0023549,FBtr0342765,FBpp0309617
M9PDL5,CG14052-PB,FBgn0029606,FBtr0332380,FBpp0304654
M9PGU2,pcx-PE,FBgn0003048,FBtr0342766,FBpp0309618
P18490,pcx-PF,FBgn0003048,FBtr0344153,FBpp0310566
P18490,pcx-PC,FBgn0003048,FBtr0332381,FBpp0304655
P13468,fs(1)K10-PA,FBgn0000810,FBtr0070396,FBpp0070380
O46077,Or2a-PA,FBgn0023523,FBtr0070397,FBpp0070381
Q9W4Z9,CG3071-PA,FBgn0023527,FBtr0070398,FBpp0070382
Q9W4Z5,CG2854-PA,FBgn0040391,FBtr0070399,FBpp0070383
P11346,Raf-PA,FBgn0003079,FBtr0070401,FBpp0070385
P11346,Raf-PE,FBgn0003079,FBtr0344007,FBpp0310458
Q9W4Z1,CG2841-PB,FBgn0003159,FBtr0070402,FBpp0070386
Q9W4Z1,CG2841-PC,FBgn0003159,FBtr0070403,FBpp0070387
Q9W4Z1,CG2841-PA,FBgn0003159,FBtr0070404,FBpp0070388
Q9W4Z1,CG2841-PD,FBgn0003159,FBtr0307284,FBpp0298285
Q9W4Z1,CG2841-PE,FBgn0003159,FBtr0307285,FBpp0298286
X2JI50,CG2841-PF,FBgn0003159,FBtr0343597,FBpp0310194
Q9W4Z2,mRpL14-PA,FBgn0040389,FBtr0070405,FBpp0070389
Q9W4Z2,mRpL14-PB,FBgn0040389,FBtr0333730,FBpp0305877
Q9W4Z4,Ilp6-PA,FBgn0044047,FBtr0070406,FBpp0070390
Q9W4Z4,Ilp6-PB,FBgn0044047,FBtr0303997,FBpp0292966
Q9W4Z4,Ilp6-PC,FBgn0044047,FBtr0303998,FBpp0292967
Q9W4Z4,Ilp6-PD,FBgn0044047,FBtr0333731,FBpp0305878
Q9W4Z6,CG14050-PA,FBgn0040392,FBtr0070407,FBpp0070391
Q9W4Z6,CG14050-PB,FBgn0040392,FBtr0308937,FBpp0301046
O46070,CG2865-PA,FBgn0023526,FBtr0070408,FBpp0070392
O46070,CG2865-PB,FBgn0023526,FBtr0332962,FBpp0305178
O46067,CG2918-PA,FBgn0023529,FBtr0070411,FBpp0070395
O46067,CG2918-PB,FBgn0023529,FBtr0300792,FBpp0290016
Q29R09,CG2924-PA,FBgn0023528,FBtr0070412,FBpp0070396
Q29R09,CG2924-PE,FBgn0023528,FBtr0346648,FBpp0312228
Q29R09,CG2924-PB,FBgn0023528,FBtr0300793,FBpp0290017
Q29R09,CG2924-PD,FBgn0023528,FBtr0345315,FBpp0311475
Q9W501,temp-PA,FBgn0027296,FBtr0070414,FBpp0070398
Q9W501,temp-PB,FBgn0027296,FBtr0345316,FBpp0311476
Q9W502,CG3078-PA,FBgn0023524,FBtr0070415,FBpp0070399
X2JDK7,CG3078-PB,FBgn0023524,FBtr0340208,FBpp0309183
FBpp0423140,CG3078-PC,FBgn0023524,FBtr0474141,FBpp0423140
FBpp0423191,CG3078-PD,FBgn0023524,FBtr0474238,FBpp0423191
Q95R34,CG3191-PA,FBgn0023525,FBtr0070417,FBpp0070401
Q95R34,CG3191-PC,FBgn0023525,FBtr0342768,FBpp0309620
P17886,crn-PA,FBgn0000377,FBtr0070418,FBpp0070402
O46072,kz-PA,FBgn0001330,FBtr0070419,FBpp0070403
O46072,kz-PB,FBgn0001330,FBtr0342769,FBpp0309621
O46037,Vinc-PA,FBgn0004397,FBtr0070420,FBpp0070404
O46037,Vinc-PB,FBgn0004397,FBtr0342770,FBpp0309622
O46037,Vinc-PC,FBgn0004397,FBtr0342771,FBpp0309623
Q9W508,FarO-PA,FBgn0023550,FBtr0070423,FBpp0070407
Q9W510,CG14053-PA,FBgn0029603,FBtr0070424,FBpp0070408
Q9W510,CG14053-PB,FBgn0029603,FBtr0331383,FBpp0303801
O46050,Nmd3-PA,FBgn0023542,FBtr0070425,FBpp0070409
O46051,Cyp4d14-PA,FBgn0023541,FBtr0070426,FBpp0070410
M9PGI4,Cyp4d14-PB,FBgn0023541,FBtr0310077,FBpp0301778
Q8MS75,Cyp4d1-PB,FBgn0005670,FBtr0070427,FBpp0070411
A0A0F6T2F9,Cyp4d1-PA,FBgn0005670,FBtr0070428,FBpp0070412
Q9W517,wapl-PA,FBgn0004655,FBtr0070429,FBpp0070413
A0A0F6QB50,wapl-PB,FBgn0004655,FBtr0070430,FBpp0070414
Q9W517,wapl-PC,FBgn0004655,FBtr0344159,FBpp0310572
O46098,bcn92-PA,FBgn0013432,FBtr0070431,FBpp0070415
P39769,ph-p-PA,FBgn0004861,FBtr0070432,FBpp0070416
Q5U0W8,ph-p-PB,FBgn0004861,FBtr0301515,FBpp0290730
Q5U0W8,ph-p-PC,FBgn0004861,FBtr0343589,FBpp0310186
Q5U0W8,ph-p-PD,FBgn0004861,FBtr0345598,FBpp0311667
Q9W523,ph-d-PA,FBgn0004860,FBtr0070433,FBpp0070417
Q9NF31,ph-d-PB,FBgn0004860,FBtr0112843,FBpp0111756
Q9W526,CG16903-PA,FBgn0040394,FBtr0070434,FBpp0070418
Q9W4Y1,AANATL7-PA,FBgn0040376,FBtr0070437,FBpp0070421
Q9W4Y1,AANATL7-PB,FBgn0040376,FBtr0302447,FBpp0291635
Q9W4Y1,AANATL7-PC,FBgn0040376,FBtr0302448,FBpp0291636
Q9W4Y1,AANATL7-PD,FBgn0040376,FBtr0302449,FBpp0291637
Q9V3J8,wds-PA,FBgn0040066,FBtr0070438,FBpp0070422
Q9V3J8,wds-PB,FBgn0040066,FBtr0308566,FBpp0300790
O01346,egh-PC,FBgn0001404,FBtr0070439,FBpp0070423
O01346,egh-PB,FBgn0001404,FBtr0070440,FBpp0070424
O01346,egh-PD,FBgn0001404,FBtr0340091,FBpp0309090
Q9V3X4,Seipin-PA,FBgn0040336,FBtr0070442,FBpp0070426
X2JI61,brv3-PC,FBgn0040333,FBtr0340092,FBpp0309091
Q9W4X5,brv3-PB,FBgn0040333,FBtr0300708,FBpp0289932
Q9W4X6,Tsp3A-PA,FBgn0040334,FBtr0070445,FBpp0070429
Q9W4X6,Tsp3A-PB,FBgn0040334,FBtr0307159,FBpp0297988
Q9W4X7,eIF3g1-PA,FBgn0029629,FBtr0070446,FBpp0070430
Q9W4X8,Smyd3-PB,FBgn0011566,FBtr0070447,FBpp0070431
Q9XZ29,Klp3A-PA,FBgn0011606,FBtr0070448,FBpp0070432
Q9XZ29,Klp3A-PB,FBgn0011606,FBtr0340093,FBpp0309092
Q9W4Y0,CG13760-PC,FBgn0040375,FBtr0300707,FBpp0289931
Q7K6T9,CG13760-PD,FBgn0040375,FBtr0308567,FBpp0300791
Q9NEF6,Vha36-3-PB,FBgn0040377,FBtr0339401,FBpp0308493
Q9NEF6,Vha36-3-PC,FBgn0040377,FBtr0345706,FBpp0311750
Q9W4Y6,boi-PB,FBgn0040388,FBtr0070457,FBpp0070441
Q8SX52,boi-PA,FBgn0040388,FBtr0070458,FBpp0070442
Q9W4Y6,boi-PE,FBgn0040388,FBtr0303886,FBpp0292889
Q9W4Y6,boi-PF,FBgn0040388,FBtr0303887,FBpp0292890
A8JUV7,boi-PG,FBgn0040388,FBtr0334883,FBpp0306904
P10735,tko-PB,FBgn0003714,FBtr0070459,FBpp0070443
D3DMP8,tko-PC,FBgn0003714,FBtr0308831,FBpp0300988
P39572,gt-PB,FBgn0001150,FBtr0070460,FBpp0070444
Q8IRW0,CG32797-PA,FBgn0052797,FBtr0070461,FBpp0070445
Q9W4Y8,CG12496-PA,FBgn0040385,FBtr0070462,FBpp0070446
H5V852,sgg-PD,FBgn0003371,FBtr0070471,FBpp0070454
P18431,sgg-PH,FBgn0003371,FBtr0070472,FBpp0089162
P18431,sgg-PI,FBgn0003371,FBtr0070473,FBpp0089158
A4V3W1,sgg-PJ,FBgn0003371,FBtr0070474,FBpp0089159
B6IDN4,sgg-PG,FBgn0003371,FBtr0070475,FBpp0089160
Q7KVY5,sgg-PK,FBgn0003371,FBtr0070476,FBpp0089161
P18431,sgg-PB,FBgn0003371,FBtr0070466,FBpp0070449
A4V3W1,sgg-PA,FBgn0003371,FBtr0070467,FBpp0070450
P18431,sgg-PE,FBgn0003371,FBtr0070468,FBpp0070451
P18431,sgg-PF,FBgn0003371,FBtr0070469,FBpp0070452
P18431,sgg-PC,FBgn0003371,FBtr0070470,FBpp0070453
A8JUV9,sgg-PM,FBgn0003371,FBtr0112828,FBpp0111741
Q7KVY5,sgg-PN,FBgn0003371,FBtr0301966,FBpp0291178
C0PUX5,sgg-PO,FBgn0003371,FBtr0302185,FBpp0291395
M9PGC4,sgg-PP,FBgn0003371,FBtr0331751,FBpp0304139
M9PGV7,sgg-PQ,FBgn0003371,FBtr0331752,FBpp0304140
Q0KHW6,sgg-PR,FBgn0003371,FBtr0331753,FBpp0304141
M9PGJ3,per-PA,FBgn0003068,FBtr0070477,FBpp0070455
M9PGJ3,per-PB,FBgn0003068,FBtr0332311,FBpp0304590
Q9W4W7,CG2662-PA,FBgn0024993,FBtr0070478,FBpp0070456
Q9W4W7,CG2662-PB,FBgn0024993,FBtr0345709,FBpp0311753
O76863,eIF2Bbeta-PA,FBgn0024996,FBtr0070479,FBpp0070457
Q9W4W4,CG2681-PA,FBgn0024997,FBtr0070480,FBpp0070458
Q8IRV6,CG2694-PA,FBgn0024991,FBtr0070481,FBpp0070459
Q9W4W3,CG2694-PB,FBgn0024991,FBtr0070482,FBpp0070460
A4V3W7,CG2694-PD,FBgn0024991,FBtr0310649,FBpp0302769
Q9W4W2,fs(1)Yb-PA,FBgn0000928,FBtr0070484,FBpp0070462
P25028,fs(1)Ya-PA,FBgn0000927,FBtr0070485,FBpp0070463
Q9W4V9,dwg-PA,FBgn0000520,FBtr0070487,FBpp0070465
Q960Q9,CG2712-PA,FBgn0024975,FBtr0070488,FBpp0070466
Q9V3X3,CG12498-PA,FBgn0040356,FBtr0070489,FBpp0070467
P10090,w-PA,FBgn0003996,FBtr0070490,FBpp0070468
Q9U1M2,CG32795-PA,FBgn0040384,FBtr0070491,FBpp0070469
Q9U1M2,CG32795-PB,FBgn0040384,FBtr0070492,FBpp0070470
Q9U1M2,CG32795-PC,FBgn0040384,FBtr0070493,FBpp0089092
Q9U1M2,CG32795-PD,FBgn0040384,FBtr0309881,FBpp0301615
Q9U1M2,CG32795-PE,FBgn0040384,FBtr0345318,FBpp0311478
Q7KVY7,Syx4-PA,FBgn0024980,FBtr0070494,FBpp0070471
M9PIV2,Syx4-PB,FBgn0024980,FBtr0332496,FBpp0304772
O76906,crm-PB,FBgn0000376,FBtr0070495,FBpp0070472
O76906,crm-PA,FBgn0000376,FBtr0070496,FBpp0070473
O76912,CG2701-PA,FBgn0024973,FBtr0070498,FBpp0070475
O76861,CG2685-PA,FBgn0024998,FBtr0070499,FBpp0070476
Q9W4W5,CG2680-PB,FBgn0024995,FBtr0273279,FBpp0271787
Q9W4W6,Ugalt-PA,FBgn0024994,FBtr0070501,FBpp0070478
O76865,Ugalt-PB,FBgn0024994,FBtr0273276,FBpp0271784
Q9W4W6,Ugalt-PC,FBgn0024994,FBtr0345710,FBpp0311754
Q9W4W8,Spg7-PA,FBgn0024992,FBtr0070502,FBpp0070479
Q9W4W8,Spg7-PC,FBgn0024992,FBtr0345716,FBpp0311759
O76879,dyw-PA,FBgn0000092,FBtr0070504,FBpp0070480
Q9W4X1,CG2652-PA,FBgn0025838,FBtr0070505,FBpp0070481
Q9W4X2,HLH3B-PA,FBgn0011276,FBtr0070506,FBpp0070482
P07207,N-PA,FBgn0004647,FBtr0070507,FBpp0070483
P07207,N-PB,FBgn0004647,FBtr0304659,FBpp0293201
Q9U1K7,CG3939-PA,FBgn0040396,FBtr0070508,FBpp0070484
Q9U1K7,CG3939-PB,FBgn0040396,FBtr0343600,FBpp0310197
FBpp0070493,dnc-PA,FBgn0000479,FBtr0070517,FBpp0070493
M9PDN2,dnc-PE,FBgn0000479,FBtr0070518,FBpp0070494
Q9W4S9,dnc-PN,FBgn0000479,FBtr0070519,FBpp0070495
AAN09605.2,dnc-PG,FBgn0000479,FBtr0070520,FBpp0070496
Q8IRU4,dnc-PF,FBgn0000479,FBtr0070521,FBpp0070497
AAN09607.1,dnc-PL,FBgn0000479,FBtr0070522,FBpp0070498
Q9W4T4,dnc-PB,FBgn0000479,FBtr0070509,FBpp0070485
P12252,dnc-PI,FBgn0000479,FBtr0070511,FBpp0070487
FBpp0070488,dnc-PC,FBgn0000479,FBtr0070512,FBpp0070488
P12252,dnc-PJ,FBgn0000479,FBtr0070513,FBpp0070489
AAN09602.2,dnc-PD,FBgn0000479,FBtr0070515,FBpp0070491
M9PDN2,dnc-PP,FBgn0000479,FBtr0333312,FBpp0305504
NP_001259202,dnc-PQ,FBgn0000479,FBtr0333313,FBpp0305505
NP_726854,dnc-PR,FBgn0000479,FBtr0333314,FBpp0305506
Q9W4T4,dnc-PS,FBgn0000479,FBtr0333315,FBpp0305507
NP_726851,dnc-PT,FBgn0000479,FBtr0333316,FBpp0305508
NP_001259203,dnc-PU,FBgn0000479,FBtr0333317,FBpp0305509
P23938,ng1-PA,FBgn0002933,FBtr0070523,FBpp0070499
Q00725,Sgs4-PC,FBgn0003374,FBtr0346736,FBpp0312344
Q9W4S3,CG10801-PA,FBgn0029660,FBtr0070526,FBpp0070502
M9PIY5,CG10801-PB,FBgn0029660,FBtr0331606,FBpp0303996
Q9W4S1,CG12206-PA,FBgn0029662,FBtr0070527,FBpp0070503
Q9W4S1,CG12206-PB,FBgn0029662,FBtr0070528,FBpp0070504
Q9W4S1,CG12206-PC,FBgn0029662,FBtr0070529,FBpp0070505
Q9W4S2,CG16781-PA,FBgn0029661,FBtr0070530,FBpp0070506
M9PDP1,CG16781-PB,FBgn0029661,FBtr0310466,FBpp0302614
Q9W4S4,CG16782-PA,FBgn0029659,FBtr0070531,FBpp0070507
Q9W4S5,CG14269-PA,FBgn0029658,FBtr0070532,FBpp0070508
Q9W4S5,CG14269-PB,FBgn0029658,FBtr0332305,FBpp0304584
Q8IRU2,CG12535-PB,FBgn0029657,FBtr0070534,FBpp0070509
Q8IRU2,CG12535-PF,FBgn0029657,FBtr0344078,FBpp0310505
Q8IRU2,CG12535-PC,FBgn0029657,FBtr0332302,FBpp0304581
Q8IRU2,CG12535-PD,FBgn0029657,FBtr0332303,FBpp0304582
Q8IRU2,CG12535-PE,FBgn0029657,FBtr0332304,FBpp0304583
Q9V3N5,CG10793-PA,FBgn0029656,FBtr0070536,FBpp0070511
P26023,Pig1-PB,FBgn0003086,FBtr0070537,FBpp0070512
P40141,ng4-PA,FBgn0010296,FBtr0070538,FBpp0070513
P40140,ng3-PB,FBgn0010295,FBtr0070539,FBpp0070514
P40139,ng2-PA,FBgn0010294,FBtr0070540,FBpp0070515
Q9V401,CG14265-PB,FBgn0040393,FBtr0070541,FBpp0070516
P11450,Fcp3C-PA,FBgn0000644,FBtr0070542,FBpp0070517
O97172,CG18508-PA,FBgn0028746,FBtr0070543,FBpp0070518
O97172,CG18508-PB,FBgn0028746,FBtr0345708,FBpp0311752
Q9W4V2,CG3526-PA,FBgn0040355,FBtr0070546,FBpp0070521
Q8IRV4,CG3526-PC,FBgn0040355,FBtr0113325,FBpp0112237
Q9W4V0,CG32793-PA,FBgn0052793,FBtr0070550,FBpp0070525
Q9W4U9,CG3592-PA,FBgn0029642,FBtr0070551,FBpp0070526
Q9W4U8,CG3598-PA,FBgn0025645,FBtr0070552,FBpp0070527
Q9W4U7,CG14420-PA,FBgn0029643,FBtr0070553,FBpp0070528
Q9W4U6,CG14421-PA,FBgn0029644,FBtr0070554,FBpp0070529
Q9W4U5,CG14422-PA,FBgn0029645,FBtr0070555,FBpp0070530
Q9W4U4,CG14423-PA,FBgn0029646,FBtr0070556,FBpp0070531
Q9W4U3,CG17959-PA,FBgn0029647,FBtr0070557,FBpp0070532
Q9W4U2,CG3603-PA,FBgn0029648,FBtr0070558,FBpp0070533
Q9W4U2,CG3603-PB,FBgn0029648,FBtr0332493,FBpp0304769
Q9W4T9,kirre-PB,FBgn0028369,FBtr0070559,FBpp0070534
Q9W4T9,kirre-PA,FBgn0028369,FBtr0070560,FBpp0070535
Q9W4T9,kirre-PC,FBgn0028369,FBtr0309498,FBpp0301278
Q9W4T9,kirre-PD,FBgn0028369,FBtr0309499,FBpp0301279
Q9W4T9,kirre-PE,FBgn0028369,FBtr0309500,FBpp0301280
Q9W4T9,kirre-PF,FBgn0028369,FBtr0309501,FBpp0301281
Q9W4T9,kirre-PG,FBgn0028369,FBtr0332492,FBpp0304768
Q9W4U0,CG4116-PA,FBgn0029649,FBtr0070561,FBpp0070536
M9PIW5,CG4116-PB,FBgn0029649,FBtr0332494,FBpp0304770
Q08180,rst-PA,FBgn0003285,FBtr0070562,FBpp0070537
Q08180,rst-PB,FBgn0003285,FBtr0343758,FBpp0310320
O76870,CG14424-PA,FBgn0025644,FBtr0070563,FBpp0070538
Q9W4V3,CG14419-PA,FBgn0029639,FBtr0070564,FBpp0070539
Q9W4V4,CG14418-PA,FBgn0040354,FBtr0070565,FBpp0070540
M9PGC8,CG14418-PB,FBgn0040354,FBtr0332495,FBpp0304771
Q9V404,CG14417-PA,FBgn0040353,FBtr0070566,FBpp0070541
Q9V459,CG14416-PA,FBgn0040352,FBtr0070567,FBpp0070542
Q9W4R9,CG10802-PA,FBgn0029664,FBtr0070568,FBpp0070543
M9PGD7,CG10802-PB,FBgn0029664,FBtr0331609,FBpp0303999
Q9W4R7,CG10803-PA,FBgn0029666,FBtr0070569,FBpp0070544
M9PGK9,CG10803-PB,FBgn0029666,FBtr0331610,FBpp0304000
M9PGK9,CG10803-PC,FBgn0029666,FBtr0331611,FBpp0304001
M9PGK9,CG10803-PD,FBgn0029666,FBtr0331612,FBpp0304002
M9PDP5,CG10803-PE,FBgn0029666,FBtr0332285,FBpp0304564
Q9W4R4,CG13021-PA,FBgn0029669,FBtr0070570,FBpp0070545
Q9W4R4,CG13021-PB,FBgn0029669,FBtr0070571,FBpp0070546
B7Z123,ppk8-PG,FBgn0052792,FBtr0307179,FBpp0298008
Q0KHW3,ppk8-PH,FBgn0052792,FBtr0307180,FBpp0298009
Q9W4Q9,Ilp7-PA,FBgn0044046,FBtr0070577,FBpp0070552
Q8SY46,Mnt-PC,FBgn0023215,FBtr0070578,FBpp0070553
Q8SY46,Mnt-PA,FBgn0023215,FBtr0070579,FBpp0070554
M9NGP0,Mnt-PI,FBgn0023215,FBtr0307277,FBpp0298278
M9NDN0,Mnt-PJ,FBgn0023215,FBtr0307278,FBpp0298279
Q9W4Q7,Mnt-PD,FBgn0023215,FBtr0301821,FBpp0291035
Q8SY46,Mnt-PE,FBgn0023215,FBtr0301822,FBpp0291036
E1JJE8,Mnt-PF,FBgn0023215,FBtr0301823,FBpp0291037
E1JJD1,Mnt-PG,FBgn0023215,FBtr0301824,FBpp0291038
Q9W4Q7,Mnt-PH,FBgn0023215,FBtr0301825,FBpp0291039
X2JDM5,Mnt-PK,FBgn0023215,FBtr0343578,FBpp0310175
Q962I2,Rala-PB,FBgn0015286,FBtr0070582,FBpp0070557
P48555,Rala-PA,FBgn0015286,FBtr0070583,FBpp0070558
P48555,Rala-PC,FBgn0015286,FBtr0070584,FBpp0070559
O46043,Parg-PB,FBgn0023216,FBtr0307279,FBpp0298280
O46043,Parg-PC,FBgn0023216,FBtr0307280,FBpp0298281
Q9W4R1,CG2875-PA,FBgn0029672,FBtr0070586,FBpp0070561
Q9W4R2,CG2875-PB,FBgn0029672,FBtr0070587,FBpp0070562
Q9W4R2,CG2875-PC,FBgn0029672,FBtr0333793,FBpp0305927
Q9W4R3,DIP-alpha-PA,FBgn0052791,FBtr0070588,FBpp0070563
M9PGE1,DIP-alpha-PB,FBgn0052791,FBtr0333794,FBpp0305928
Q9W4R3,DIP-alpha-PC,FBgn0052791,FBtr0333795,FBpp0305929
Q8MT08,Gas8-PB,FBgn0029667,FBtr0070589,FBpp0070564
X2JCG2,Gas8-PC,FBgn0029667,FBtr0343540,FBpp0310144
Q8MT08,Gas8-PD,FBgn0029667,FBtr0344969,FBpp0311223
Q9W4R8,CG14270-PA,FBgn0029665,FBtr0070590,FBpp0070565
Q8IRU1,CG10804-PA,FBgn0029663,FBtr0070591,FBpp0070566
Q9W4S0,CG10804-PB,FBgn0029663,FBtr0070592,FBpp0070567
B7Z122,CG10804-PC,FBgn0029663,FBtr0114487,FBpp0112979
Q9W4S0,CG10804-PD,FBgn0029663,FBtr0344077,FBpp0310504
Q8IRT1,CG2930-PD,FBgn0028491,FBtr0070608,FBpp0070581
Q9W4P6,CG2930-PA,FBgn0028491,FBtr0070609,FBpp0070582
Q9W4P6,CG2930-PB,FBgn0028491,FBtr0070610,FBpp0070583
X2JCG8,CG2930-PE,FBgn0028491,FBtr0340201,FBpp0309176
Q9W4P6,CG2930-PF,FBgn0028491,FBtr0340202,FBpp0309177
Q9W4P4,CG15239-PA,FBgn0029681,FBtr0070612,FBpp0070585
Q9W4N9,Glos-PA,FBgn0029686,FBtr0070613,FBpp0070586
Q9W4N9,Glos-PB,FBgn0029686,FBtr0345711,FBpp0311755
Q8IRT0,Gem4b-PB,FBgn0052786,FBtr0344825,FBpp0311141
Q8IRS9,Gem4c-PB,FBgn0052783,FBtr0344826,FBpp0311142
Q9W4N8,Vap33-PB,FBgn0029687,FBtr0070616,FBpp0070589
Q7KVX5,Vap33-PA,FBgn0029687,FBtr0070617,FBpp0089169
Q9W4N8,Vap33-PC,FBgn0029687,FBtr0070618,FBpp0089170
Q9W4N8,Vap33-PE,FBgn0029687,FBtr0342739,FBpp0309607
Q9W4N5,CG6414-PA,FBgn0029690,FBtr0070624,FBpp0070594
Q9W4N5,CG6414-PB,FBgn0029690,FBtr0445312,FBpp0401489
Q9W4N6,CG6428-PA,FBgn0029689,FBtr0070625,FBpp0070595
Q8MSS1,lva-PC,FBgn0029688,FBtr0070626,FBpp0070596
Q8MSS1,lva-PD,FBgn0029688,FBtr0342740,FBpp0309608
Q9W4P0,CG2938-PB,FBgn0029685,FBtr0070627,FBpp0070597
Q9W4P0,CG2938-PC,FBgn0029685,FBtr0332387,FBpp0304661
Q9W4P0,CG2938-PD,FBgn0029685,FBtr0345712,FBpp0311756
Q9W4N1,CG15375-PB,FBgn0029694,FBtr0347157,FBpp0312488
Q24157,brn-PA,FBgn0000221,FBtr0070638,FBpp0070606
Q8IRS7,cib-PC,FBgn0026084,FBtr0070640,FBpp0070608
O97428,cib-PA,FBgn0026084,FBtr0070639,FBpp0070607
O97428,cib-PB,FBgn0026084,FBtr0070641,FBpp0070609
O97428,cib-PD,FBgn0026084,FBtr0307206,FBpp0298035
O97428,cib-PE,FBgn0026084,FBtr0343425,FBpp0310070
Q9W4M8,dgt4-PA,FBgn0026085,FBtr0070642,FBpp0070610
Q9W4M8,dgt4-PB,FBgn0026085,FBtr0333183,FBpp0305385
Q9W4M8,dgt4-PC,FBgn0026085,FBtr0333184,FBpp0305386
Q9W4M7,tyf-PB,FBgn0026083,FBtr0070643,FBpp0070611
Q9W4M7,tyf-PC,FBgn0026083,FBtr0300931,FBpp0290153
E1JJD6,tyf-PF,FBgn0026083,FBtr0301124,FBpp0290346
E1JJD6,tyf-PG,FBgn0026083,FBtr0305179,FBpp0293709
E1JJD6,tyf-PH,FBgn0026083,FBtr0305180,FBpp0293710
Q9W4M7,tyf-PI,FBgn0026083,FBtr0305181,FBpp0293711
Q9W4M7,tyf-PJ,FBgn0026083,FBtr0305182,FBpp0293712
E1JJD6,tyf-PK,FBgn0026083,FBtr0305183,FBpp0293713
E1JJD6,tyf-PL,FBgn0026083,FBtr0305184,FBpp0293714
E1JJD6,tyf-PM,FBgn0026083,FBtr0305185,FBpp0293715
Q9W4M7,tyf-PN,FBgn0026083,FBtr0345713,FBpp0311757
O97422,GlcAT-I-PA,FBgn0066114,FBtr0070644,FBpp0070612
Q9W4M4,CG15570-PA,FBgn0029697,FBtr0070645,FBpp0070613
Q9W4L9,CG12691-PA,FBgn0029701,FBtr0070646,FBpp0070614
Q9W4L8,CG15572-PA,FBgn0029702,FBtr0070647,FBpp0070615
Q9W4K8,CG3626-PA,FBgn0029706,FBtr0070652,FBpp0070620
M9NFW1,CG12688-PB,FBgn0029707,FBtr0308918,FBpp0301044
Q9W4L0,CG12693-PB,FBgn0029705,FBtr0070654,FBpp0070622
Q9W4L1,mRpL33-PA,FBgn0040907,FBtr0070655,FBpp0070623
Q24087,mei-9-PA,FBgn0002707,FBtr0070656,FBpp0070624
Q24087,mei-9-PB,FBgn0002707,FBtr0343574,FBpp0310174
Q9W4L4,CG15579-PA,FBgn0040906,FBtr0070657,FBpp0070625
Q9W4L4,CG15579-PB,FBgn0040906,FBtr0345707,FBpp0311751
Q9W4L5,CG12692-PB,FBgn0029703,FBtr0070658,FBpp0070626
Q9W4L5,CG12692-PC,FBgn0029703,FBtr0345705,FBpp0311749
Q9W4L6,CG15578-PA,FBgn0040905,FBtr0070659,FBpp0070627
Q9W4L7,CG15577-PA,FBgn0040904,FBtr0070660,FBpp0070628
Q9W4M0,CG15576-PB,FBgn0029700,FBtr0070661,FBpp0070629
Q9W4M2,Muc4B-PB,FBgn0052774,FBtr0307050,FBpp0297893
Q9W4M2,Muc4B-PC,FBgn0052774,FBtr0343573,FBpp0310173
Q9W4M3,Femcoat-PB,FBgn0041252,FBtr0070663,FBpp0070631
Q9W4M5,CG15571-PA,FBgn0029696,FBtr0070664,FBpp0070632
P34082,Fas2-PA,FBgn0000635,FBtr0070665,FBpp0070633
FBpp0070634,Fas2-PB,FBgn0000635,FBtr0070666,FBpp0070634
FBpp0070635,Fas2-PC,FBgn0000635,FBtr0070667,FBpp0070635
M9PJ19,Fas2-PD,FBgn0000635,FBtr0336882,FBpp0307830
M9PGF6,Fas2-PF,FBgn0000635,FBtr0336884,FBpp0307832
X2JAF4,Fas2-PG,FBgn0000635,FBtr0343523,FBpp0310127
X2JCI0,Fas2-PH,FBgn0000635,FBtr0343524,FBpp0310128
Q960X4,Tip60-PA,FBgn0026080,FBtr0070668,FBpp0070636
M9PH08,Tip60-PB,FBgn0026080,FBtr0333185,FBpp0305387
Q960X4,Tip60-PC,FBgn0026080,FBtr0333186,FBpp0305388
Q9W4M9,Nsun2-PA,FBgn0026079,FBtr0070669,FBpp0070637
P28518,Xpac-PA,FBgn0004832,FBtr0070670,FBpp0070638
Q9W4N2,Cmtr1-PA,FBgn0029693,FBtr0070671,FBpp0070639
Q9W4N2,Cmtr1-PB,FBgn0029693,FBtr0343297,FBpp0309962
E1JJD8,bi-PA,FBgn0000179,FBtr0070672,FBpp0070640
M9PH16,bi-PF,FBgn0000179,FBtr0331162,FBpp0303589
